"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Plekhg2",2893.61216470802,-2.23068677154167,0.0834354852589008,-26.735468303682,1.822210441111e-157,3.99775745904937e-156
"Plekhg3",69.1082221920218,-1.52762149509651,0.278971199207482,-5.47591113145827,4.35266106197893e-08,1.05303234771974e-07
"Plekhg1",14.333280112379,2.70134220370585,0.576635058997011,4.68466521686093,2.80417895797781e-06,6.16590783342938e-06
"Plekhg6",7.58702572136412,-2.36907255385152,0.658426177946707,-3.59808378403095,0.000320570358601632,0.000612493561024067
"4930592I03Rik",0.725432518265044,-1.73754249340306,3.03689112954274,-0.572145137670668,0.567223651662705,NA
"Plekhg4",18.7258833821506,2.09116092978898,0.508189260296079,4.11492546806409,3.87304540273834e-05,7.92234422979807e-05
"Plekhg5",71.2258942014528,0.0878840944998609,0.210993844585516,0.416524447300838,0.677026281931667,0.736164874059467
"Nsa2",10597.5397616876,0.40110253947729,0.0869270068503679,4.61424537678755,3.94526106110961e-06,8.60948408473494e-06
"Nampt",4763.47674036151,1.88231759123087,0.0659176605786875,28.555588513095,2.39419568821004e-179,6.51716323215074e-178
"Gm41952",0.0902334285630597,0,6.00582262390151,0,1,NA
"Gm41953",0.436789957265014,1.12195279243333,5.90227548999069,0.190088177743649,0.84924003397634,NA
"Gm41950",0,NA,NA,NA,NA,NA
"Vmo1",0.17050175901662,0,6.0058226238711,0,1,NA
"Gm41956",0,NA,NA,NA,NA,NA
"Man2a1",1279.89074142927,-3.02477740488909,0.129117740198019,-23.426505143679,2.29504228859233e-121,3.49587659140588e-120
"F930015N05Rik",0.778287876823641,-3.74998219848835,4.01492487923088,-0.934010550953751,0.350298450475514,NA
"Gm41955",0,NA,NA,NA,NA,NA
"Gm41958",37.9798371771045,-0.27072948868162,0.364533468386821,-0.742673889121034,0.45767914175287,0.533047367539048
"Mier1",4244.95359769576,-1.12837973821219,0.0810908198820509,-13.9150120797084,5.13512597306141e-44,3.0253335684312e-43
"Mier2",1675.19370236019,0.763777716570723,0.0509365968483445,14.9946750240254,7.95511017640862e-51,5.21248842502495e-50
"Mier3",953.965501064988,-0.2416004722424,0.0770093306950314,-3.13728830080571,0.00170518365161528,0.00304646352991411
"C330002G04Rik",0,NA,NA,NA,NA,NA
"Aqp11",15.1572866249943,-0.488203157425625,0.464715927852529,-1.05054104704702,0.293469429302312,0.363569831680256
"Aqp12",0,NA,NA,NA,NA,NA
"1810010H24Rik",16.1412645803172,-0.124350233169926,0.480365449035108,-0.258865897661256,0.795738711219573,0.83877346284224
"LOC115490435",76.8243442554539,-1.60940833968016,0.259629396201169,-6.19886793725444,5.68707244698723e-10,1.49343860194146e-09
"Tubal3",0.433960361735603,-1.73646991429988,5.67260651510196,-0.306114994875273,0.759517091351066,NA
"Dag1",1052.51772974479,-2.11650967012862,0.0983864891052348,-21.512198365619,1.19695329078245e-102,1.48998299901987e-101
"Myadm",38.4768723849523,-0.881384645652674,0.396867286550093,-2.22085486892713,0.0263607928438832,0.0408161889899277
"LOC115490439",0.40696097124579,0,4.90586958219796,0,1,NA
"Gm41951",0,NA,NA,NA,NA,NA
"Gm15008",3.01308020536327,-2.79469552865951,1.27268768198342,-2.19590050899535,0.0280990653029473,0.0433099801536777
"Sacs",3093.8587469261,0.490091851606962,0.138542816913666,3.53747572429082,0.000403971319709279,0.000765787222821275
"Gm31819",0,NA,NA,NA,NA,NA
"Zfp712",86.3631113064675,-1.08995038242036,0.225568480971641,-4.83201543817371,1.35157771360702e-06,3.0246738505854e-06
"Zfp710",443.093230383571,-2.50326899834173,0.108860089858143,-22.9952869008631,5.19596908022801e-117,7.59334702619236e-116
"Zfp711",1.98190697549054,-1.20903630223297,2.19378880260592,-0.551117911075489,0.581552847942491,0.651467717824057
"Gm41954",0,NA,NA,NA,NA,NA
